id,latitude,longitude,width,height,size,name,description,caption,good
14317,41,-82,720,540,14,2070 1905 197,,1820 919 1092 1263 367,0
14318,36,138,604,453,7,51,1622 979 51 250 206 1240 327 2094,643 1105 1369 594 297 979 0 858 1645 1920 815 331 128 909 1558 51 997 1800 1905 1322 712 1240 206 52 1334 36 328 1813 845 1120 334 1077 483,0
14319,16,-90,604,453,146,1332 370 1976 821 1905 740 1010 642,704 1419 50 1596 177 1332 414 370 51 821 1976 1905 2054 1048 1797 642 483 1363,1719 1092 712 541 370 2033 2109 969 1302 276 903 2024 1350 1749 77 704 1369 1417 372 2054 696 2064 1589 2007 2074 193 1903 687 51 792 830 42 916 1334 821 1363 1933 90 1914 1905 233 1525 1231 1934 91 1915 1079 177 2096 1213 453 1536 1365 1612 1023 1061 45 1176 36 2107 1309 274 540 331 1908 531 1348,1
14320,-6,107,604,403,26,138 947,,,1
14321,36,-75,453,604,76,2013 1009,,529 903 1140 238 948 1905 1763 1951 1264 1363,0
14322,20,77,453,604,19,2068 143 1767 944,,,0
14323,48,-122,604,453,37,1182 1393,270 1426 1905 740 1257,1301 2080 1529 921 2023 1092 712 38 741 1729 171 1463 665 1093 1492 618 2119 1274 609 438 1217 1920 1749 742 1151 1949 1854 847 1104 1636 629 876 534 1969 1912 1152 1304 1295 744 231 1979 1143 1257 1333 1447 1903 687 431 1153 2141 51 792 1752 1011 897 1182 508 1040 613 822 1905 24 889 1193 1393 139 120 1184 1222 6 1118 2144 1460 2125 1365 776 1859 1850 7 1812 406 1660 1318 1394 2059 2040 1917 530 36 492 853 796 17 1936 825 2060 1224 2041 540 1870 483 1813 664 189 2146 1120 1538 740 1994,0
14324,31,36,604,453,50,1332,837 744 1339,51 999,0
14325,60,-95,604,453,57,1782,,566 2107 298 51 1976 1256 481 999 483,0
14326,-12,-77,604,453,38,370,,,1
14327,34,-118,604,720,15,,,807 1092 712 2080 741 855 722 1349 2090 466 1302 1758 1492 276 1939 1920 1170 1911 68 1569 1104 306 2054 2092 876 78 534 1874 107 297 763 744 2074 1903 649 1704 1362 735 51 830 2084 308 1011 194 1182 850 1306 1924 1905 671 890 1916 73 1156 1318 2050 1214 36 872 435 730 1509 996 1832 2089 1538 1348,1
14328,42,-72,612,612,3,1237 2002,,962 161 1905,1
14329,1,104,720,540,173,206,,,0
14330,40,-76,604,453,59,522 1919,2084 1105 1908 1435 1870 1903 1920 1645 78 276 1871 293 876 1162 128 2064 2136 1905 1262 921 1933 1009 2076 740 1257 36 1912 1324 1913,193 18 288 1905 1960 712 1823 1324 1566 2006 1148 246 521,0
14331,40,-83,720,480,6,1323,,,0
14332,37,-122,604,404,12,63,1710 830 286 413 2107 2080 1888 51 799 1498 2114 96 338 503 817 174 1032 807 1951 796 2111 1990 252 1759,286 1925 1535 1348 1359 875 413 2107 892 799 51 1360 1949 1905 2054 2131 1229 2109 338 41 503 614 1032 1423 499 1951 1990 252,0
14333,10,-84,540,720,10,432 1560,,2039,0
14334,35,105,538,720,123,1237 2002,,1468 951 159 566 786 2095 709 132 44 792 462 1903 6 1920 2107 1040 276 78 2069 1398 1998 1283 370 766 1976 51 277 1905 2054 767 140 1262 855 19 740 69 361 1533 1984 626 1869 2144 65 516,0
14335,43,13,480,640,4,2046 1426,,968 462 853 1920 248 1905 712 1900 1130 14 740 1566 1324 1258 1302 1011 769,0
14336,48,9,604,453,48,1029 1862 416,1787 830 687 44 1980 968 2107 1920 1029 51 436 1905 1933 41 624 2054 762 740 1059 1862 416 356,,0
14337,27,30,604,453,60,578 1976,,830 2084 2029 599 44 1914 1474 891 1606 517 737 825 231 561 319 204 1920 1348 2107 2080 1277 1112 2064 1217 1976 1140 876 51 1982 1905 712 1350 2076 1592 118 2054 1130 1691 36 916 1554 740 817 2033 680 466 1951 807 1302 65 87 43 1891 285 1363 318,1
14338,31,36,604,453,14,999,,,0
14339,37,-121,604,453,11,,,1905 712 559 1967,0
14340,18,-67,720,540,6,2046 1426,,44 1905 2076 1504 1565,0
14341,49,2,585,604,13,,,,0
14342,40,-105,604,402,3,564,1369 919 1920 828 322 1363,,1
14343,39,-77,604,403,32,238 1191 1747,258 984 1193 737 2107 51 1905 2055,,0
14344,60,100,480,720,9,837 845,,1600 1644 297 712 740 1467 2144,0
14345,37,-95,604,469,12,1227,,1348 661 448 1152 1416 1350 800 740 1081 372,0
14346,30,-98,604,453,89,1105 1278,,113 389 747,0
14347,10,-84,604,453,123,2027 432 1560,,2127 1128 1905 1350 1887 2146 740 1369 1203 204 2054 1092 1333 1925 889 1296 297 1370 38 427 686 1186 2074 1445 1279 1538 539 724 891 1039 1428 1539 1391 540 2076 1225 485 1262 1040 2039 41 78 1521 1910 1318 763 134 1763 1671 635 1301 265 2041 709 6 1560 1505 1912 432 876 2023 7 377 969 1913 1876 137 1950 1081 1118 1858 1340 1914 1951 101 767 1544 878 1248 2044 786 1970 712 953 1915 472 842 1249 916 121 84 1120 861 158 1268 1749 1416 2138 1287 880 1361 1620 621 1324 1972 2009 1066 1029 141 1917 67 807 1566 1085 1492 1714 1011 1048 253 2029 660 1363 2140 31 1104 679 346 87 975 661 809 1919 1253 587 1327 1734 106 2123 1124 717 51 828 125 1994 1365 1476 773 1920 921 829 1569 348 1162 1736 1348 534 830 1903 1274 1644 664 2107 2144 405 1108 849 146 1922 2089 1793 128 572 73 2108 1664 1109,1
14348,39,35,720,537,106,1237 2002,,1920 2147 1619 921 74 1984,0
14349,50,14,604,402,58,1486,,,1
14350,34,-118,720,540,9,687 161 1976 1905 1323,,1127 621 687 830 786 671 22 1903 231 2041 1348 39 875 2063 771 661 276 1365 744 161 1613 1118 1789 1679 139 1905 1845 712 2054 795 597 2060 1598 1994 740 845 1813 1318 1131 1423 763 796 483,1
14351,48,-122,720,540,196,1237 2002,,709 792 1393 1955 1159 1258,0
14352,60,-95,604,453,48,2017,1886 561 1749 1899 1905 712 1955 1153 2033 1692 2017 615 2144,712 2023 1434 2137 1548 541 161 1035 266 760 1805 1710 2043 1302 409 276 1369 438 1445 875 39 1920 11 1265 182 1123 610 2054 1845 1247 2083 1361 563 1855 1266 259 1333 2017 1618 1903 1314 298 1476 108 1647 1058 51 2084 830 1315 118 1182 308 2018 1106 517 1391 242 755 318 1914 1867 1905 1012 319 72 1649 1858 1896 889 1554 158 2077 101 215 1061 1099 1365 1593 1840 1308 615 1318 919 501 330 1727 549 36 1917 2107 17 1689 891 1309 2060 1300 1623 151 740 1538 531 1823 1842,1
14353,40,-104,720,540,7,1397 402 1967,1903 121 451 2030 51 1971 1905 195 1967 1104 1858,786 2079 44 1749 1397 407 1408 853 1062 166 1800 1492 51 744 1635 167 519 684 1905 2136 701 855 36 1758 1907 1324 1951 2149 1011,1
14354,45,-120,720,478,51,643 1006 1559,,830 2084 1277 1371 1905 250 1240 1405 317 977 1627,0
14355,52,0,720,540,67,1903 1117 646 1323,484 1920 1365 18 2086 1976 51 1905 2054 712 1900 1363,1380 2073 22 1117 688 193 1277 832 1905 184 955 246,0
14356,38,-122,453,604,8,726 1612 1976,,,0
14357,9,-80,540,720,133,,,1111 1396 161 2023 1054 845 712 617 209 475 551 485 2043 1131 1492 276 67 1464 2072 1920 609 2148 1702 1816 448 87 1208 1911 1151 857 1978 382 2054 249 78 572 2064 1912 1950 1684 1931 1143 763 1846 744 1447 1903 1913 1153 51 830 1866 308 1116 1382 1363 1572 14 299 128 166 2085 1914 1705 1582 2076 1905 24 1820 1003 623 1573 509 2029 1374 272 6 44 434 206 681 510 833 2125 1365 1612 767 1926 2107 1613 36 1461 473 796 1917 1157 1262 540 2060 550 1538 740 18 588,0
14358,61,-152,604,453,20,190,,,1
14359,37,-122,405,720,47,919 1332 51,,,0
14360,35,-112,604,453,60,160 985 2070,522 1842 517 985 83 51 206 712 569 1396,1905 1387 1850 1221 796 1240 1684 2054 722 2073 1222 1333 741 779 483 853 224 1001 1538 1908 206 576 317 687 1168 632 891 577 1354 1428 22 2076 1040 374 1984 1318 985 2095 763 97 1873 745 1300 671 2077 338 1319 2059 875 1301 469 1949 766 174 544 1340 2080 2136 804 1174 508 1914 545 286 1692 712 546 916 1434 1990 399 1639 1306 2083 2102 844 363 1510 160 1566 308 2084 1363 2140 438 1178 845 309 550 1993 957 772 1882 1605 569 1975 1309 1679 643 2049 347 717 51 1920 921 1569 1717 792 293 367 2088 1348 1866 830 1903 2107 2144 405 1589 905 276 1756 1423 2126 36 443 850 517,0
14361,36,138,540,720,1,979 2107 1426 1789,,979 1359 1073 1905 2131 1257,0
14362,48,-101,720,540,51,2046 1426,,1303 1920 1871 1938 1009 2054 1719 1434 87,0
14363,30,-90,480,720,46,1589 1881,,,0
14364,46,2,720,540,10,1426,,1694 886 1827 1905 740 218 108 1363,0
14365,41,-8,604,404,41,1473,,,0
14366,36,138,520,518,29,1435 1499,,979,0
14367,-41,174,720,479,1,962 2150 1766 1302,,1435 962 2150 1766 1302,1
14368,39,22,453,604,46,236 808 1782,,22 2107 1535 1547 766 1905 1597,1
14369,45,12,720,542,64,1182 2021,,,1
14370,20,77,457,604,15,944,2018 1435 1105 1914 121 886 853 78 876 51 2086 712 944 1280 1104,1281 830 1903 1749 121 484 534 886 1623 2140 875 1029 1348 1920 12 78 612 1668 1679 1762 1905 1982 1850 426 492 2054 712 921 1917 1092 284 1923 1109 1318 1148 1742 70 730 466 945 1682,0
14371,20,77,453,604,171,944,,269 1391 1727 847 1029 2113 1905 949 36 2050 1891,0
14372,23,-102,538,720,46,370 1207 483,,,1
14373,46,-123,604,453,43,,,258 643 1309 748 1370 749 51 1905 1229 641 1434 1396 2111 1572 2144,0
14374,-41,174,604,453,60,2150 490 1302,,,1
14375,40,-105,604,402,5,,,,0
14376,7,-10,360,270,47,1117 255,,1396 1510 712 921 2080 855 1159 2147 1520 589 1302 2119 1112 457 875 286 362 1749 1151 714 1968 182 363 21 857 2054 1294 705 1627 2083 31 696 1361 297 763 174 1884 535 1029 22 146 51 754 1590 830 308 61 1011 992 650 517 223 1363 242 147 1914 1430 1905 803 2029 1972 1573 177 158 2077 1716 2115 1887 1469 918 719 1460 206 1318 1679 672 891 796 2107 1670 1081 36 1319 2136 483 1110 1813 426 1756 2041 1623 2089 550 740 1158 531 2146,0
14377,23,-102,160,120,57,1207,,1908 792 22 1535 2107 2074 182 765 886 474 1365 1200 51 1206 161 766 2119 1872 1685 838 1905 167 915 453 1933 712 1845 1207 1257 1917 146 311 1846 1681 1461 394 548 1142 1780 493 367 554 1643 1126 1423 1159 2006 1786 389 857 1088 1220 2023 483 1396,0
14378,46,2,381,259,3,2046 1426,,2040 1050 2107 1920 1766 727 51 2070 1905 1333 1361 712 1132,0
14379,21,-158,528,720,172,110 856,744 2060,544 51 1905 1350 856,0
14380,38,-80,604,360,31,254,2096 1426 695 1905 712 1900 1913,2096 1426 695 1905 712 1900 1913,0
14381,38,-122,427,720,107,1237 2002,,,0
14382,45,-93,537,720,15,2069 367,,1391 490,1
14383,43,13,604,453,60,968,,,1
14384,43,13,604,453,60,968,,,1
14385,43,13,604,453,60,968,,,1
14386,43,13,604,453,60,968,,,1
14387,-28,153,604,453,58,,,845 712 807 1681 161 1159 665 2119 105 1606 1644 324 1749 571 1445 1103 1388 1920 1369 125 828 1873 1104 2054 1845 838 1294 572 1513 2083 1988 981 1304 1257 22 1352 630 193 1903 792 1685 1913 1951 735 1780 51 1790 1163 1410 859 128 1363 527 508 1924 1905 509 1174 1668 870 72 158 1621 1840 1365 643 1318 2059 1423 1176 1214 1632 1917 1613 815 2107 891 1347 1547 445 664 493,1
14388,42,-112,604,402,3,,,,0
14389,44,-69,405,720,24,903 2064 1118 1905 1950,,790 1363,1
14390,12,103,515,604,22,,1897 1188 957 2008 2107 292 1920 78 293 51 535 1905 2076 712 2054 1939 740 91 944 257 1104 1913 2089 1891 593 2056,1848 732 51 244 1484 2144,0
14391,41,-74,604,417,10,2086 1627,1710 830 649 1898 875 67 194 1074 1393 51 1905 1179 1058 2136 1900 921 2120 1240 2054 1257 1950 1274 1912 614 807 1627 43 2089,2023 807 1548 712 2080 1273 133 1254 38 1340 1492 1530 276 1920 1350 875 1749 1369 619 1949 97 2054 800 2083 943 1817 354 430 1827 1903 1780 1362 51 792 2084 830 1923 745 764 1306 1924 1905 271 1772 1212 509 34 1915 661 1127 614 690 671 1080 738 396 615 444 1318 1185 1679 919 121 796 1917 1081 2126 36 891 473 1347 483 65,0
14392,39,-77,604,453,57,2055,1348 656 1130 1302 2089,389 807 1092 1130 712 921 1035 484 152 656 276 2072 1749 1445 1350 1920 1578 1664 1360 1778 1094 1104 2149 1769 2054 2092 1912 2064 250 1903 146 13 51 830 916 1163 1277 935 1980 508 1040 622 1287 1914 1829 2076 1620 613 1905 1649 2124 1820 2001 899 1469 2144 681 434 957 1318 1128 1803 2088 948 1575 1898 2107 1309 1775 198 246,0
14393,39,35,540,720,10,2046 1426,,1578 51 1905 1984,1
14394,8,98,604,404,28,1331 670,,2086 1426 1262 712 1900 1686 1720 1913,1
14395,-21,56,640,480,23,1237 2002,,1562 253 2107 2086 1905 1559 223 2033,0
14396,46,2,604,453,54,1723,,,1
14397,43,-79,604,453,30,261,71 1870 2074 1871 617 1426 2075 51 1905 855 1911 294 261,,0
14398,-21,56,604,453,17,,,,0
14399,53,-6,720,540,5,959,,959,1
14400,37,-122,300,225,11,1668,1413 1237 1612 2107 51 2009 1668 1426 1410 591 503 2109 91 740 1500 1000,,0
14401,51,9,720,540,56,51 762 592,,1035 1814 712 370 2080 266 1340 219 48 751 2043 200 276 1435 1644 267 1350 1502 1920 87 11 2101 762 2054 78 1912 2064 22 1143 592 1960 2074 858 1324 317 1685 51 887 2084 1752 1011 916 156 194 1277 1363 1116 2114 1905 1934 1212 1117 1735 662 1422 1118 1688 1061 1318 1223 957 1423 36 701 1784 397 293 1908 1509 1262 540 2041 407 2089 1538 740 949 265 2146 1348,1
14402,39,-77,640,480,31,1035 1173 1198,1644 830 5 1287 2035 853 1035 1255 782 2086 2075 1173 51 1690 1976 508 1157 1905 778 195 2054 2126 465 1912 1318 2055 1076 1538 42 2083 65 582 1198,632 1644 1265 11 792 1870 407 853 1255 1035 1112 617 2086 1525 601 1410 1905 2054 2076 740 1103 174 735 1120 1951 1011,1
14403,48,-117,604,453,100,1237 2002,,916,1
14404,46,2,604,453,15,727 202,,,0
14405,22,114,604,453,48,907 1043,,1408 1777 2140 2107 380 1535 766 1905 442 520 1159 1247 1891,1
14406,28,-82,720,540,200,837 1393 1208,1369 1435 594 496 276 78 2080 837 876 744 2070 1905 1311 1933 1361 740 1092 1208 483 1990,,0
14407,42,-93,453,604,48,2068,,830 1040 509 356,0
14408,38,-122,604,453,25,1237 2002,,1111 1920 1554,0
14409,42,-71,453,604,8,837,78 1426 1905 1913,1644 297 1298 1255 78 276 887 1333 530 1905 343 2054 1702 2066 1396 1572,0
14410,9,-80,720,540,46,45 331 1382,,1523 1870 220 963 1348 1304 2047 1162 29 370 1382 1333 1905 299 855 1081 498 432 740 751 1681 1560 31 1340 389 1478 87 483 65 1132,1
14411,32,53,604,453,7,,1749 743 166 51 370 1410 2114 1104,1661 743 744 740 878 1187,0
14412,21,-87,480,720,30,491 1323,,737 161 1207 327 443 1323 1901 4,0
14413,34,-118,604,453,3,1554,,,0
14414,33,65,540,720,5,517 481 64 389,193 160 613 740 702 1489,2084 534 1905 850 97 796,0
14415,37,-122,604,453,75,711,,687 2084 1072 566 390 830 517 1375 1749 231 748 1914 2079 1953 1981 474 276 78 177 232 1365 711 40 1635 766 2053 1558 876 2119 51 915 1982 1597 1333 1696 2026 750 1905 327 1306 712 679 2126 828 1598 2060 839 1257 1538 1615 2121 306 1813 328 405 1120 1907 1478 125 829 1104 796 1027 857 2133 406,0
14416,43,-78,604,403,4,1829,1829,830 1716 473 1304 1051 1920 1348 2080 2113 1365 1178 51 1932 24 1828 1905 1790 712 2121 1340 1384 367 807 483 1143,0
14417,54,-2,720,480,24,1628 367,,,1
14418,62,15,469,720,55,1857 1143,,,1
14419,42,-78,604,471,75,1905,,1051 762 2143 1302,0
14420,31,36,540,720,18,,,1842 2096 51 1993 569 999,0
14421,45,16,453,604,48,454,,38 720 2140 1365 1905 1922 668 388 229 306 345,1
14422,22,114,617,720,109,1237 2002,,709 1941 830 907 330 1573 132 792 2024 1727 1777 2107 732 193 1937 1926 1002 78 1437 95 1712 51 2064 277 354 1333 1597 464 1905 1130 1823 602 712 2054 613 624 1488 1796 1554 1279 1967 944 1780 1043 1280 1324 1104 1561 571 846,0
14423,45,-93,720,540,40,973 491 1352,,,0
14424,46,2,604,453,46,1306 1323,,,0
14425,43,-72,604,453,4,1431 74,,,1
14426,33,-97,408,604,9,1905 1273 746,,,0
14427,34,-86,360,270,59,1578 1613,1578 1613 2075 51 1921 975 382,1365 1905,1
14428,37,-122,405,720,150,1842 1182 451 1393 1125 884,,,1
14429,43,13,537,720,65,968,891 2096 1513 78 1063 1349 1976 1905 1922 294 1306 36 1950 1576 740 1433 763 197 1913,236 363 699 2146 392 51 321 1905 382 1130 1026 1928 1538 796 532 1572 2144,1
14430,23,-102,537,720,41,1237 2002,,1413 611 1130 1207 949 91 1125,0
14431,42,-75,604,453,128,1237 2002,,1343 1140 1938 1412 2067,0
14432,43,13,604,453,100,1237 2002,,2029 968 727 463 1905 2136 740 608 1302 1104,0
14433,-29,24,604,453,136,1237 2002,1237 2002,1766 20 697,0
14434,34,-90,604,452,60,546 1884,,1054 1905 499 1017 740 2146 1702 370 685 2091 1092 112 1333 297 1130 1796 2092 427 1889 483 1242 206 687 188 891 225 22 207 1354 855 892 1040 78 1614 1318 763 1133 1707 1467 468 1874 875 209 1782 395 876 1949 1062 359 2135 766 1876 840 1654 1895 1340 175 286 1230 712 1804 139 1749 1823 1120 1509 1361 1435 1158 1898 1713 2083 1991 2102 770 197 1011 1751 345 1363 1437 1104 771 845 235 1752 1900 1660 587 1734 32 772 809 1050 236 1309 1679 680 347 51 1124 125 1235 181 1365 477 1920 921 1458 792 1884 182 2051 1866 830 1903 534 1274 1034 2107 2144 405 479 294 1090 831 128 276 1682 1368 36,0
14435,39,-77,448,604,38,483 1198,743 78,1644 1501 632 297 2145 682 792 1870 1903 1782 6 743 1348 1920 919 2107 2140 2080 67 1250 1107 656 51 876 1058 1476 46 2048 1905 1306 1834 1130 1713 2054 1092 1818 828 993 1186 1164 2110 1472 2088 840 1159 829 741 510 1209 1363 1011 1990 65 2144 1176 1198 2089 1957,1
14436,49,2,720,537,139,1657 1390,2070 63,1644 2084 621 891 550 792 627 1920 1431 1140 2064 68 1883 1905 24 717 1042 1955 1834 1163 1295 916 1873 696 1923 785 1148 1720 609 1390 213 1539 1363,0
14437,62,15,604,453,60,979 1393,,1941 1171 792 1128 688 452 925 78 51 876 1294 788 1536 623 1619 1905 1333 712 1262 36 1796 146 796 1104 499,0
14438,41,20,580,434,200,,,,0
14439,15,100,540,720,131,2046 1426,,786 1083 1897 1903 1496 1573 1914 352 1265 963 1920 193 1348 2080 969 876 942 1905 448 613 1609 740 1147 1621 202 1649 2012 65,0
14440,45,-69,604,453,78,1644 1123 2080 1889 2083 2144,1838,577 632 44 2107 160 347 831 193 875 1464 1123 788 51 832 656 1982 761 915 354 1905 1130 712 613 2054 36 1126 15 1566,0
14441,24,-76,720,540,47,616 1040 2080 197 2144,1623 1108 1092 1088 1011,807 427 1396 1130 332 370 522 1159 1729 1976 1568 200 1302 295 276 1369 609 286 771 1949 1104 1123 2054 696 392 1475 297 1969 962 1637 1143 136 1048 22 687 317 146 184 51 327 2075 517 1116 1496 1838 1363 1021 888 470 1040 1715 2076 1905 1069 1050 214 2010 186 167 661 1326 1744 2029 443 1241 2077 1146 177 624 453 2144 871 149 2135 121 957 748 1309 2145 169 2107 1062 863 483 1566 160 2032 2089 1956 740 360 797,0
14442,31,-92,453,604,16,2070 1048,,,0
14443,23,-102,480,360,46,370 1207 658,,,0
14444,40,-75,720,540,8,1068 1696 125,,1178 1068 51 1696 1273 1247 125,0
14445,37,-121,720,480,21,,,1365 447 552 1905 2043 1900,1
14446,35,105,604,453,18,1118 1434,,,0
14447,24,121,604,453,60,696 1869,,,1
14448,13,122,604,403,29,1421,161 2136 2114 899 1302,2084 962 1369 2029 792 6 1304 2107 1447 2080 276 1915 1981 1365 2064 579 161 1503 1052 29 128 2114 1124 1333 79 1421 1905 129 360 162 1977 899 492 1796 740 218 1758 1318 1813 1742 752 2083 2039 1104 1132 1363 2144 1011,1
14449,46,2,604,453,21,,,,1
14450,43,-77,604,453,10,637,,,0
14451,39,35,604,452,22,1901,,1420 1905 1993 1984,0
14452,39,35,453,604,39,1435 1182 1009,,884 1984 1363,0
14453,38,-122,604,453,23,2069 206,6 365 525 206 1962 153,,0
14454,41,-73,720,540,13,2046 1426,,1413 1627,0
14455,33,-117,604,453,32,2151 512 1612 51,512 1612 1541 1976 740,1391 1441 2145 534 2151 512 1612 221 139 1734 1124 1333 1905 2059 1977 1130 1603 1235 1917 1092 1070 845 1120 2061 1324 763 1632 1566 714 2144 1462 1605 1088 164 1726,0
14456,46,-121,720,540,30,2102 1597,44 1749 1348 2102 51 2103 1597 492 807 796,1853 1474 385 638 1914 875 2140 1348 1920 2102 650 276 1679 1448 51 909 167 1905 756 1911 712 1702 1361 773 267 36 1917 509 845 1263 2033 1120 339 224 125 763 1121 98 890 637 483 384,0
14457,24,-76,453,604,31,214 1578 507 1393,,1061 286 2123 891 809 1535 1843 193 78 540 2053 1404 51 1267 1509 1905 712 1026 960 146 2077 1159 1572 1858 1363,0
14458,35,105,604,453,18,,,1820 27 1369 1749 671 1348 1365 1905 1933 861 97 361 1913,0
14459,46,2,720,478,16,727,,727 1955 146 1048 1445,1
14460,38,-78,604,453,100,1237 2002,,1754,0
14461,-14,34,453,604,75,1838,,,1
14462,40,-86,604,453,62,,,952 1365 1096 1905 2054,0
14463,48,-122,604,453,103,1310 1806 1638,1943,,1
14464,39,35,480,358,69,1426,,924 1920 546 1905 354 921 404 185 1984 1302 197,0
14465,-10,-76,720,540,69,1006 1419 1393 1976,,,1
14466,36,138,400,604,60,979 678,2107 294 1449 1691 1846 653 1104,456 2085 1920 452 1871 1905 849 2054 174 1318 1423,1
14467,43,13,720,685,1,968,,,0
14468,31,-98,428,640,127,2046 1426,,198 78 1905 1895 609,0
14469,33,-88,453,604,9,2029 2015 1627 483 1352,,,0
14470,37,-122,720,405,62,517 1481 915 206 1323,2107 51 1481 915 206 499 1858,,0
14471,32,-65,604,453,28,214 192 458 196,,,0
14472,44,-73,604,453,31,744 1934,,,0
14473,37,-122,604,453,35,459 1615 1759,1105 830 1920 174 1962,1028 1644 5 1369 2134 1903 1463 297 369 1348 831 1920 2096 276 2080 1492 876 1679 51 1949 1707 1905 1850 459 921 1845 2043 1840 1092 1939 531 1120 1615 1758 1912 1318 2077 125 466 378 1258 2144 1693,1
14474,22,114,720,537,12,2046 1426,,907 1061 2107 735 1043 488,1
14475,15,100,604,453,37,1897,,466,1
14476,22,114,604,453,47,907 1043,,617 921 712 370 1662 133 969 380 1368 1976 722 732 1492 276 1302 2043 1321 67 1815 561 742 2148 210 1635 1920 1873 1702 1018 638 876 705 78 1408 2083 525 1513 297 1171 962 1808 1751 1162 1523 792 1780 146 51 830 1790 546 1914 2123 1791 385 195 1905 1003 1877 1041 1231 547 1668 2029 158 1032 937 177 624 2144 1973 1688 862 444 1318 131 1366 150 815 1309 1813 483 1262 331 540 265 740 1766 1348,1
14477,38,-122,720,540,161,2123 2107 1905 327 619 1318,,541 1092 1130 294 2023 1396 1662 1871 1672 817 2147 1881 1302 1492 276 1815 1825 1597 1920 1474 1759 1132 2139 2092 325 819 1912 2102 1903 1371 763 1428 744 193 687 1153 1286 2103 849 51 1343 1134 792 830 1752 2075 1258 498 517 508 2123 1363 1933 1040 1458 280 613 1905 347 737 1478 1592 1326 177 1773 766 44 1840 529 1061 2144 1973 1536 643 919 1907 615 1318 1641 587 511 1423 1917 36 1955 1442 853 1186 825 2146 208 740 1899 474,0
